additions,additions_avg,additions_max,change_set_avg,change_set_max,code_churn_avg,code_churn_count,code_churn_max,commit,commits_count,committed_at,contributors_count,deletions,deletions_avg,deletions_max,failure_prone,filepath,highest_contributor_experience,hunks_median,minor_contributors_count
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\misc\\testing\\test_initpkg.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\execnet\\channel.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\path\\svn\\cache.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,example\\pytest\\failure_demo.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\builtin\\testing\\test_exception.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\test\\web\\webcheck.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\misc\\cmdline\\countloc.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\io\\testing\\__init__.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\xmlobj\\xml.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\misc\\testing\\test_terminal.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\builtin\\testing\\test_set.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\xmlobj\\html.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\test\\dist\\testing\\test_txnode.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\misc\\testing\\test_api.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\test\\testing\\import_test\\package\\test_import.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\misc\\cmdline\\__init__.py,0.0,0.0,0.0
